Open,Daily Range,Volume,Dividend,Prev Close,52WK Range,Average Vol (30D),Net Dividend Yield,Best Bid,Best Ask,Market Cap ,SHARES OUT
1.06,1.06 - 1.24,"18,455",,1.06,0.685 - 2.75,"19,813",,1.16,1.25,"31,234,040","25,188,742"
