Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
OJOC,OJAI OIL CO,Pink No Information,100.000000,,0 ,Common Stock,USA,California
AFNL,AMFIN FINANCIAL CORP,Pink No Information,301.000000,-3.0689,1 ,Common Stock,USA,Ohio
OARTD,OHIO ART CO NEW,Pink No Information,0.000000,,0 ,Common Stock,USA,Ohio
OPST,OPT SCIENCES CORP,Pink No Information,21.250000,,0 ,Common Stock,USA,New Jersey
OTMN,O.T. MINING CORP,Pink No Information,0.139000,5.7637,"24,442 ",Common Stock,USA,Montana
HZHI,HORIZONS HLDGS INTL CORP,Pink No Information,0.047000,2.1739,"1,187 ",Common Stock,USA,Nevada
NYLE,NYLE INTL CORP,Pink No Information,0.100000,,0 ,Common Stock,USA,Maine
NMSCA,NUTRITION MGMT SVCS CO A,Pink No Information,0.100000,,0 ,Common Stock,USA,Pennsylvania
BTCA,BACTOLAC PHARM INC,Pink No Information,"120,000.000000",,0 ,Common Stock,USA,New York
NVCP,NVCN CORP,Pink No Information,0.035000,,0 ,Common Stock,USA,Minnesota
NFPC,NORTHFIELD PRECISION INST,Pink No Information,38.500000,,0 ,Common Stock,USA,New York
NEUN,NEUROGENESIS INC,Pink No Information,0.009800,66.1017,"19,604 ",Common Stock,USA,Texas
NTII,NEUROBIOLOGICAL TECHS INC,Pink No Information,0.012000,,0 ,Common Stock,USA,California
SPDC,SPEED COMM INC,Pink No Information,0.032000,-14.6667,"19,600 ",Common Stock,USA,Texas
LMSC,LIVE MICROSYSTEMS INC,Pink No Information,0.800000,,0 ,Common Stock,USA,Massachusetts
NSYC,NATL STK YDS CO,Pink No Information,319.990000,,0 ,Common Stock,USA,Oklahoma
HSTG,HOLOGRAPHIC STORAGE INC,Pink No Information,1.000000,,0 ,Common Stock,USA,Florida
NNBP,NANOBAC PHARMS INC,Pink No Information,0.001900,-5,"131,100 ",Common Stock,USA,Florida
HYBE,HYBRID ENERGY HLDGS INC,Pink No Information,0.000800,33.3333,"5,105,775 ",Common Stock,USA,Ohio
MCPB,MT CARMEL PUBLIC UTIL CO,Pink No Information,34.400000,,0 ,Common Stock,USA,Illinois
DESTQ,DESTINATION MATERNITY CRP,Pink No Information,0.018000,0,"40,941 ",Common Stock,USA,New Jersey
MGAG,MORTGAGE OIL CORP,Pink No Information,280.000100,-9.6774,3 ,Common Stock,USA,California
MAHI,MONARCH SVCS INC,Pink No Information,0.170000,,0 ,Common Stock,USA,Maryland
MFCO,MICROWAVE FILTER CO INC,Pink No Information,0.620000,,0 ,Common Stock,USA,New York
NUTTQ,NUTROGANICS INC,Pink No Information,0.005000,,0 ,Common Stock,USA,Maryland
MTNX,MELTRONIX INC,Pink No Information,0.005000,,0 ,Common Stock,USA,California
MERT,METROPOLITAN ROYALTY CORP,Pink No Information,100.000000,,0 ,Common Stock,USA,New Jersey
HNTM,HUNTMOUNTAIN RES LTD,Pink No Information,0.015000,,0 ,Common Stock,USA,Washington
MTRT,METAL ARTS CO INC,Pink No Information,0.008500,,0 ,Common Stock,USA,New York
MCCK,MESTEK INC,Pink No Information,32.000000,0.0313,997 ,Common Stock,USA,Massachusetts
MPIN,MESSAGE PROCSS INTL INC,Pink No Information,0.008600,,0 ,Common Stock,USA,Oklahoma
MERG,MERGER MINES CORP,Pink No Information,5.000000,,0 ,Common Stock,USA,Idaho
MGTC,MEGATECH CORP,Pink No Information,0.139800,,0 ,Common Stock,USA,Massachusetts
RGBD,REGIONAL BRANDS INC,Pink No Information,20.420000,,0 ,Common Stock,USA,Ohio
MZEIQ,MEDIZONE INTL INC,Pink No Information,0.003600,2.8571,"2,012,860 ",Common Stock,USA,Michigan
CSOL,CHINA SLR&CLN ENGY SLTNS,Pink No Information,0.100000,11.1111,270 ,Common Stock,USA,Florida
MDMN,MEDINAH MINERALS INC,Pink No Information,0.002200,18.9189,"1,231,540 ",Common Stock,USA,Indiana
ISAT,ISA INTERNATIONALE INC,Pink No Information,0.150000,,5 ,Common Stock,USA,Michigan
INVI,INTEGRAL VISION INC,Pink No Information,0.020000,-5.1683,500 ,Common Stock,USA,Michigan
TRKX,TREK RESOURCES INC,Pink No Information,443.000000,,0 ,Common Stock,USA,Texas
KICK,HPN HOLDINGS INC,Pink No Information,1.500000,,0 ,Common Stock,USA,California
MBDC,MASSACHUSETTS BUS DEV CRP,Pink No Information,30.000000,,0 ,Common Stock,USA,Massachusetts
MAPL,MAPLE PRESS CO,Pink No Information,2.150000,,0 ,Common Stock,USA,Pennsylvania
MANR,MANOR NATL BANK PA,Pink No Information,502.000000,,0 ,Common Stock,USA,Pennsylvania
SPGZ,SPECTRUM GROUP INTL INC,Pink No Information,661.000000,,0 ,Common Stock,USA,California
MNII,MANATI INDUS INC,Pink No Information,0.148000,,0 ,Common Stock,USA,Florida
MAKE,MAKEPEACE (A D) CO,Pink No Information,"4,550.000000",,0 ,Common Stock,USA,Massachusetts
OOAG,OMDA OIL & GAS INC,Pink No Information,0.004540,,2 ,Common Stock,USA,Delaware
FORU,FORU HOLDINGS INC,Pink No Information,0.098000,,0 ,Common Stock,USA,New York
PMEA,PM&E INC,Pink No Information,0.000400,,0 ,Common Stock,USA,Wyoming
PMBY,POSTD MERCHANT BANQUE,Pink No Information,0.037000,-22.9167,"84,866 ",Common Stock,USA,California
LFEX,LUCKY FRIDAY EXT MINES CO,Pink No Information,0.024600,-59,"124,267 ",Common Stock,USA,Washington
LPTI,LONGPORT INC,Pink No Information,0.001200,,0 ,Common Stock,USA,Pennsylvania
LGNC,LOGAN CLAY PRODUCTS,Pink No Information,294.000000,6.9091,2 ,Common Stock,USA,Ohio
LTHUQ,LITHIUM TECH CORP,Pink No Information,0.007700,-9.4118,"3,272,341 ",Common Stock,USA,Virginia
LIDM,LIMCO DEL MAR LTD,Pink No Information,65.000000,,0 ,Common Stock,USA,California
WAYS,WAVE SYNC CORP,Pink No Information,1.750000,16.6667,100 ,Common Stock,USA,New York
LLBO,LIFELINE BIOTECHS INC NEW,Pink No Information,0.004800,65.5172,"41,134,320 ",Common Stock,USA,Nevada
PFND,PATHFINDER CELL THERAPY,Pink No Information,0.010000,0,"21,134 ",Common Stock,USA,Massachusetts
LCAR,LESCARDEN INC,Pink No Information,0.002300,,0 ,Common Stock,USA,New York
THLM,LEHMAN (T H) CO INC,Pink No Information,0.098000,,0 ,Common Stock,USA,Texas
LPHM,LEE PHARMACEUTICALS,Pink No Information,0.070000,34.357,"17,525 ",Common Stock,USA,California
TLFA,TANDY LEATHER FACTORY INC,Pink No Information,3.750000,-3.698,"4,060 ",Common Stock,USA,Texas
LPPI,LEEP INC,Pink No Information,0.000900,12.5,"586,000 ",Common Stock,USA,Kentucky
GADS,GADSDEN PROPERTIES INC,Pink No Information,0.040100,,2 ,Common Stock,USA,Arizona
LMTI,LASER MASTER INTL INC,Pink No Information,0.106000,-3.6364,"1,000 ",Common Stock,USA,New Jersey
PCGR,PC GROUP INC,Pink No Information,0.003500,,0 ,Common Stock,USA,New York
LANZ,LANCER ORTHODONTICS INC,Pink No Information,0.440500,,0 ,Common Stock,USA,California
LKAI,LKA GOLD INC,Pink No Information,0.075000,5.6338,675 ,Common Stock,USA,Washington
KLOC,KUSHNER-LOCKE CO,Pink No Information,0.000200,,0 ,Common Stock,USA,California
KOGL,KOPP GLASS INC,Pink No Information,60.000000,,0 ,Common Stock,USA,Pennsylvania
AEEI,AMERICAN ENVIRNMNTL ENGY,Pink No Information,0.185000,208.3333,"1,500 ",Common Stock,USA,New York
KENS,KENILWORTH SYS CORP,Pink No Information,0.025000,,0 ,Common Stock,USA,New York
KSQR,KENDALL SQUARE RESH CORP,Pink No Information,0.003000,,0 ,Common Stock,USA,Utah
SAKL,SACK LUNCH PRODUCTIONS,Pink No Information,0.031400,,2 ,Common Stock,USA,Utah
GERS,GREENSHIFT CORP,Pink No Information,0.180000,9.0909,"17,996 ",Common Stock,USA,Georgia
SHLDQ,SEARS HOLDINGS CORP,Pink No Information,0.360400,8.391,"325,630 ",Common Stock,USA,Illinois
JSTS,JUSTISS OIL CO INC,Pink No Information,26.500000,,0 ,Common Stock,USA,Louisiana
JLMC,JLM COUTURE INC,Pink No Information,2.250000,0,"1,003 ",Common Stock,USA,New York
UBYH,UBUYHOLDINGS INC,Pink No Information,0.004000,0,"33,100 ",Common Stock,USA,Florida
JACO,JACO ELECTRONICS INC,Pink No Information,0.011500,-44.7115,"40,500 ",Common Stock,USA,New York
DMCD,DETWILER FENTON GROUP INC,Pink No Information,0.110000,-26.6667,"4,038 ",Common Stock,USA,Delaware
CCHI,CAMBRIDGE CAP HLDGS INC,Pink No Information,1.300000,21.4953,265 ,Common Stock,USA,Nevada
NLMP,NATL LAMPOON INC,Pink No Information,0.070000,-1.4085,900 ,Common Stock,USA,California
ITRO,ITRONICS INC,Pink No Information,1.120000,-2.6087,"7,345 ",Common Stock,USA,Nevada
IRNS,IRONSTONE GROUP INC,Pink No Information,5.750000,,0 ,Common Stock,USA,California
EQUI,EQUIFIN INC,Pink No Information,0.005000,,0 ,Common Stock,USA,New Jersey
JCDS,JC DATA SOLUTIONS INC,Pink No Information,0.000900,0,"100,000 ",Common Stock,USA,Texas
ILDO,INTL DALECO CORP,Pink No Information,0.050000,25,"12,650 ",Common Stock,USA,California
CCTR,CHINA CRESCENT ENTERP INC,Pink No Information,0.001900,11.7647,"403,361 ",Common Stock,USA,Texas
SMAA,SMA ALLIANCE INC,Pink No Information,0.001300,-7.1429,"25,699,717 ",Common Stock,USA,Wyoming
YBAO,YBCC INC,Pink No Information,0.077500,,16 ,Common Stock,USA,California
ISTC,INSTRUCTIVISION INC,Pink No Information,0.041200,,0 ,Common Stock,USA,New Jersey
DEMO,DEMOCRASOFT HOLDINGS INC,Pink No Information,0.010500,,0 ,Common Stock,USA,California
ILDIA,INSPIRATION LEAD CO INC A,Pink No Information,0.060000,,0 ,Common Stock,USA,Oregon
WGEI,WINDGEN ENERGY INC,Pink No Information,0.034700,-0.2874,"26,555 ",Common Stock,USA,Arizona
INTO,INITIO INC,Pink No Information,0.230100,,0 ,Common Stock,USA,Nevada
INOW,INFONOW CORP,Pink No Information,0.008500,,0 ,Common Stock,USA,Colorado
INFG,INFINITE GRAPHICS INC,Pink No Information,600.000000,,0 ,Common Stock,USA,Minnesota
SHCC,SHI CORP,Pink No Information,0.150000,,0 ,Common Stock,USA,Utah
MNDP,MUNDUS GROUP INC,Pink No Information,0.000600,0,"5,809,994 ",Common Stock,USA,Nevada
ISOL,1MAGE SOFTWARE INC,Pink No Information,0.144000,65.5172,250 ,Common Stock,USA,Colorado
IGNE,IGENE BIOTECHNOLOGY INC,Pink No Information,0.000850,21.4286,"3,405,000 ",Common Stock,USA,Maryland
IDAM,IDARADO MINING CO,Pink No Information,0.969900,136.561,275 ,Common Stock,USA,Colorado
AXPWQ,AXION POWER INTL INC,Pink No Information,0.010000,1.0101,"245,767 ",Common Stock,USA,Pennsylvania
ICOA,ICOA INC,Pink No Information,0.000400,0,"28,102,298 ",Common Stock,USA,Rhode Island
LSCG,LIGHTING SCIENCE GRP,Pink No Information,0.080000,-11.1111,"18,181 ",Common Stock,USA,Rhode Island
QEDN,QED CONNECT INC,Pink No Information,0.001600,6.6667,"14,685,859 ",Common Stock,USA,Florida
ESINQ,ITT EDUCATIONAL SVCS INC,Pink No Information,0.005995,-39.4444,"95,461 ",Common Stock,USA,Indiana
WOWU,WOWI INC,Pink No Information,0.510000,,40 ,Common Stock,USA,Colorado
HYDI,HYDROMER INC,Pink No Information,1.450000,3.5714,"19,168 ",Common Stock,USA,North Carolina
ATHC,ACCELERATED TECH HLD CRP,Pink No Information,0.141000,,0 ,Common Stock,USA,New York
EDHD,EDD HELMS GROUP INC NEW,Pink No Information,702.150100,,0 ,Common Stock,USA,Florida
HMTC,HOMASOTE CO,Pink No Information,6.150000,39.7727,576 ,Common Stock,USA,New Jersey
HOOB,HOLOBEAM INC,Pink No Information,38.000000,,0 ,Common Stock,USA,New Jersey
HLRD,HILLIARD CORP,Pink No Information,998.500000,,0 ,Common Stock,USA,New York
BCLE,BIO-CLEAN INTL INC,Pink No Information,0.000100,,0 ,Common Stock,USA,California
HRCR,HERSHEY CREAMERY CO,Pink No Information,"3,400.000000",0,30 ,Common Stock,USA,Pennsylvania
HMGN,HEMAGEN DIAGNOSTICS INC,Pink No Information,0.044800,,60 ,Common Stock,USA,Maryland
ARWD,ARROW RESOURCES DEVS INC,Pink No Information,0.001200,-33.3333,"182,400 ",Common Stock,USA,New York
HXBM,HELIX BIOMEDIX INC,Pink No Information,24.800000,,1 ,Common Stock,USA,Washington
NXGM,NEXGEN MINING INC,Pink No Information,0.060000,27.6596,"10,000 ",Common Stock,USA,Nevada
HCLC,HEALTH-CHEM CORP,Pink No Information,0.029000,13.5029,"2,694 ",Common Stock,USA,Pennsylvania
HAUP,HAUPPAUGE DIGITAL INC,Pink No Information,0.060000,-28.5714,"1,000 ",Common Stock,USA,New York
AXRX,AMEXDRUG CORP,Pink No Information,0.249800,,0 ,Common Stock,USA,California
HNFSA,HANOVER FOODS CORP A,Pink No Information,80.160000,,0 ,Common Stock,USA,Pennsylvania
HNFSB,HANOVER FOODS CORP B,Pink No Information,87.000000,,0 ,Common Stock,USA,Pennsylvania
HMBG,HAMBURG INDUS INC,Pink No Information,2.000000,,0 ,Common Stock,USA,Illinois
GRTYA,GUARANTY CORP A,Pink No Information,"25,000.000000",,0 ,Common Stock,USA,Louisiana
GFCJ,GUARANTY FINANCIAL CP,Pink No Information,0.050000,25,"11,000 ",Common Stock,USA,Wisconsin
GLUX,GREAT LKS AVIATION LTD,Pink No Information,0.069000,0,"6,030 ",Common Stock,USA,Wyoming
GORL,GORDON (I) CORP,Pink No Information,28.000000,,0 ,Common Stock,USA,New York
GWOX,GOODHEART-WILLCOX CO INC,Pink No Information,125.000000,,0 ,Common Stock,USA,Illinois
TLIF,TOCCA LIFE HOLDINGS INC,Pink No Information,0.004000,-73.3333,"12,866 ",Common Stock,USA,Nevada
ADGO,ADVANTEGO CORP,Pink No Information,0.001500,-6.25,"66,550,852 ",Common Stock,USA,Colorado
IVCO,INVESTCO CORP,Pink No Information,0.002400,,0 ,Common Stock,USA,California
XCPT,XCANA PETROLEUM CORP,Pink No Information,0.010000,,0 ,Common Stock,USA,Texas
BORK,BOURQUE INDUSTRIES INC,Pink No Information,0.014000,7.6923,"52,550 ",Common Stock,USA,Arizona
GGLT,GIANT GROUP LTD,Pink No Information,54.010000,,0 ,Common Stock,USA,California
KAST,KASTEN INC,Pink No Information,0.006500,,9 ,Common Stock,USA,South Dakota
VPTV,VIDEOPROPULSION I/TV INC,Pink No Information,1.250000,,0 ,Common Stock,USA,Wisconsin
EVUS,EV CHARGING USA INC,Pink No Information,0.009800,8.8889,"6,901,151 ",Common Stock,USA,Illinois
GNRD,GENERAL DATACOM INDUS INC,Pink No Information,0.024000,,0 ,Common Stock,USA,Connecticut
GCCO,GARDEN CITY CO COLO,Pink No Information,"1,125.000000",,0 ,Common Stock,USA,Kansas
GARB,GARB-OIL & POWER CORP,Pink No Information,0.000400,0,"217,666,591 ",Common Stock,USA,Utah
HALN,HALO COMPANIES INC,Pink No Information,0.035500,,1 ,Common Stock,USA,Texas
EOSI,EOS INTL INC,Pink No Information,0.010000,95.122,"5,000 ",Common Stock,USA,California
GCIN,GC INTERNATIONAL INC,Pink No Information,0.032900,,0 ,Common Stock,USA,California
FRCH,FRENCHTEX INC,Pink No Information,0.000100,,0 ,Common Stock,USA,Florida
FRAZ,FRANCISCO INDUS INC,Pink No Information,1.000000,,0 ,Common Stock,USA,Florida
FOYJ,FOY JOHNSTON INC,Pink No Information,0.000500,11.1111,"10,366,451 ",Common Stock,USA,Nevada
FLOD,FLOWERY GOLD MNS OF NEV,Pink No Information,0.053600,,0 ,Common Stock,USA,Nevada
FAME,FLAMEMASTER CORP,Pink No Information,9.360000,,0 ,Common Stock,USA,California
SDNI,SCANDIA INC NEW,Pink No Information,3.050000,-27.381,395 ,Common Stock,USA,North Carolina
FRPC,FIRST REPUBLIC CORP AMER,Pink No Information,1.260000,,0 ,Common Stock,USA,New York
FNBE,FIRST NB MERCERSBURG PA,Pink No Information,0.000000,,0 ,Common Stock,USA,Pennsylvania
FHRT,FIRST HARTFORD CORP,Pink No Information,3.000000,,2 ,Common Stock,USA,Connecticut
SPRL,STRAT PETROLEUM LTD,Pink No Information,0.001300,8.3333,"1,590,292 ",Common Stock,USA,Wyoming
ECMH,ENCOMPASS HLDGS INC,Pink No Information,0.001000,11.1111,"3,469,000 ",Common Stock,USA,Nevada
GWTR,GLOBAL WATER TECHS INC,Pink No Information,0.068000,23.412,"5,494 ",Common Stock,USA,Indiana
FEDC,FEDERAL CASTERS CORP,Pink No Information,0.270000,,0 ,Common Stock,USA,New Jersey
FCGN,FCG INC,Pink No Information,5.000000,,0 ,Common Stock,USA,Pennsylvania
RCPIQ,ROCK CREEK PHARMS INC,Pink No Information,0.004500,0,"1,161,815 ",Common Stock,USA,Florida
MCET,MULTICELL TECHS INC,Pink No Information,0.001620,-10,"40,053,993 ",Common Stock,USA,Rhode Island
EXSO,CONSOL ECO-SYSTEMS INC,Pink No Information,0.002400,,0 ,Common Stock,USA,Washington
LWLW,LONGWEN GROUP CORP,Pink No Information,1.620000,,0 ,Common Stock,USA,Arizona
UATG,UMBRA APPLIED TECHS GROUP,Pink No Information,0.015900,6,"14,859,604 ",Common Stock,USA,Florida
DHCC,DIAMONDHEAD CASINO CORP,Pink No Information,0.170000,-2.8571,"389,802 ",Common Stock,USA,Virginia
SYVN,SYCAMORE VENTURES INC,Pink No Information,0.002300,,0 ,Common Stock,USA,California
CCTL,COIN CITADEL,Pink No Information,0.016000,8.1081,"55,758,499 ",Common Stock,USA,New York
SVSO,SHEERVISION INC,Pink No Information,0.043500,-60.4545,122 ,Common Stock,USA,California
ISHI,ISLET HOLDINGS INC,Pink No Information,0.170000,0,"7,100 ",Common Stock,USA,Colorado
FPPP,FIELDPOINT PETROLEUM CORP,Pink No Information,0.020150,-19.7211,"11,819 ",Common Stock,USA,Texas
EMMS,EMMIS COMMUNS CORP A,Pink No Information,2.350000,1.2931,672 ,Common Stock,USA,Indiana
QNXC,QENEX COMMUNICATIONS INC,Pink No Information,0.004100,-2.381,"250,100 ",Common Stock,USA,Arkansas
AMTCQ,AMERITRANS CAP CORP,Pink No Information,0.050000,0,600 ,Common Stock,USA,New York
ETCIA,ELECTRONIC TELE-COM A,Pink No Information,0.095000,,52 ,Common Stock,USA,Wisconsin
ESSE,EARTH SEARCH SCI INC,Pink No Information,0.003300,0,"190,100 ",Common Stock,USA,Montana
EGXP,EAGLE EXPLORATION CO,Pink No Information,0.040000,,0 ,Common Stock,USA,Colorado
BUNM,BURNED MEDIA LTD,Pink No Information,0.000500,0,"1,763,700 ",Common Stock,USA,Nevada
EROX,HUMAN PHEROMONE SCIENCE,Pink No Information,0.070000,,0 ,Common Stock,USA,California
BSTO,BLUE STAR OPPTYS CORP,Pink No Information,0.032450,,0 ,Common Stock,USA,Nevada
MTWD,METWOOD INC,Pink No Information,0.103000,,0 ,Common Stock,USA,Virginia
DYSL,DYNASIL CORP OF AMER,Pink No Information,1.310000,18.018,"5,032 ",Common Stock,USA,Massachusetts
DGIX,DYNA GROUP INTL INC,Pink No Information,0.371445,,10 ,Common Stock,USA,Texas
DAFL,DU ART FILM LAB,Pink No Information,63.250100,,0 ,Common Stock,USA,New York
CBIA,CANOPUS BIOPHARMA INC,Pink No Information,0.155050,-35.1255,300 ,Common Stock,USA,California
DEWY,DEWEY ELECTRONICS CORP,Pink No Information,4.500000,,0 ,Common Stock,USA,New Jersey
GSAC,GELSTAT CORP,Pink No Information,0.040000,9.589,"40,000 ",Common Stock,USA,Florida
CDVM,CARSON DEVELOPMENT CORP,Pink No Information,0.200000,,50 ,Common Stock,USA,California
DMFG,DECKER MANUFACTURING CORP,Pink No Information,58.000000,,0 ,Common Stock,USA,Michigan
DMRR,DAYTON & MICH RR GTD,Pink No Information,43.000000,,0 ,Common Stock,USA,Florida
TRUA,TRIUMPH APPAREL CORP,Pink No Information,0.015000,0,300 ,Common Stock,USA,
DVLN,DVL INC,Pink No Information,"2,700.000000",,0 ,Common Stock,USA,New York
WLAN,WIALAN TECHNOLOGIES INC,Pink No Information,0.001000,11.1111,"1,009,900 ",Common Stock,USA,Florida
SWWI,SIMON WORLDWIDE INC,Pink No Information,0.013000,,0 ,Common Stock,USA,California
CYPS,CYCLO3PSS CORP,Pink No Information,0.009200,-13.2075,"732,564 ",Common Stock,USA,Utah
CYBD,CYBER DIGITAL INC,Pink No Information,0.001500,,0 ,Common Stock,USA,New York
EOSC,ELECTRO-OPTICAL SYS CORP,Pink No Information,0.028900,381.6667,"14,975 ",Common Stock,USA,California
ONXC,ONYX CORP (UTAH),Pink No Information,0.000500,,0 ,Common Stock,USA,Utah
APYI,ASPYRA INC,Pink No Information,0.016500,,0 ,Common Stock,USA,California
CFCC,CORFACTS INC,Pink No Information,0.007800,,0 ,Common Stock,USA,New Jersey
CDNO,CONSOL CAP NORTH AMER INC,Pink No Information,0.010000,,0 ,Common Stock,USA,Colorado
CGAM,CONCORDE GAMING CORP,Pink No Information,0.050000,25,250 ,Common Stock,USA,South Dakota
CMTX,COMTEX NEWS NTWRK INC NEW,Pink No Information,44.750000,,0 ,Common Stock,USA,Virginia
TSSP,TRENDSETTER SOLAR PRD INC,Pink No Information,0.005000,-27.0073,"107,500 ",Common Stock,USA,California
CHCR,COMPREHENSIVE CARE CORP,Pink No Information,0.086500,10.8974,"74,318 ",Common Stock,USA,Florida
CTTC,CALMARE THERAPEUTICS INC,Pink No Information,0.108000,,0 ,Common Stock,USA,Connecticut
CGCO,COMMERCE GROUP CORP,Pink No Information,0.062500,50.6024,"1,500 ",Common Stock,USA,Wisconsin
CRPE,COLUMBIAN ROPE CO,Pink No Information,175.000000,,0 ,Common Stock,USA,Mississippi
SIGO,SUNSET ISLAND GROUP,Pink No Information,0.122500,-2,"1,000 ",Common Stock,USA,California
CCOM,CCOM GROUP INC,Pink No Information,1.160000,,0 ,Common Stock,USA,New Jersey
GPTX,GLOBAL PAYMENT TECHS INC,Pink No Information,0.014000,0,"79,023 ",Common Stock,USA,New York
AVEW,"AVEW HOLDINGS, INC.",Pink No Information,0.001000,-16.6667,"1,616,566 ",Common Stock,USA,Texas
WTLC,WESTERN METALS CORP,Pink No Information,0.400000,,0 ,Common Stock,USA,Missouri
WRLC,WINDROCK LD CO,Pink No Information,362.010000,-0.2727,20 ,Common Stock,USA,Tennessee
CLVFA,CLOVERLEAF KENNEL CLB A,Pink No Information,2.550000,,0 ,Common Stock,USA,Colorado
ULUR,ULURU INC,Pink No Information,0.140000,,0 ,Common Stock,USA,Texas
CLLA,CLAYTON & LAMBERT MFG CO,Pink No Information,4.000000,,0 ,Common Stock,USA,Kentucky
CRLI,CIRCUIT RESEARCH LABS INC,Pink No Information,0.023000,109.0909,"24,305 ",Common Stock,USA,Arizona
CBRI,CMTSU LIQUIDATION INC,Pink No Information,0.003750,-3.8462,"10,360 ",Common Stock,USA,Colorado
CIND,CHINA INDUSTRIAL GRP INC,Pink No Information,0.004500,0,"1,300 ",Common Stock,USA,California
CHMN,CHESTER MINING CO,Pink No Information,0.410000,,0 ,Common Stock,USA,Washington
DLPX,DELPHAX TECHS INC,Pink No Information,0.045000,0.2227,"12,600 ",Common Stock,USA,Minnesota
CHTM,CHATHAM CORP,Pink No Information,"2,940.730100",,0 ,Common Stock,USA,Illinois
RBTI,RED BRANCH TECHS INC,Pink No Information,0.001000,,16 ,Common Stock,USA,Virginia
GLEC,GLOBAL ECOLOGY CORP,Pink No Information,0.001800,12.5,"280,400 ",Common Stock,USA,New Jersey
CHMP,CHAMPION INDUSTRIES INC,Pink No Information,7.200000,,2 ,Common Stock,USA,West Virginia
CRMK,CERMETEK MICROELECTRONICS,Pink No Information,0.020000,,0 ,Common Stock,USA,California
BERI,BLUE EARTH RES INC,Pink No Information,0.320000,6.6667,600 ,Common Stock,USA,Tennessee
CTNR,CENTRAL NATURAL RES INC,Pink No Information,8.400000,,0 ,Common Stock,USA,Missouri
CGIPQ,CELADON GROUP INC,Pink No Information,0.010000,14.2857,"6,436 ",Common Stock,USA,Indiana
CAGU,CASTLE GROUP INC UTAH,Pink No Information,0.250000,,0 ,Common Stock,USA,Hawaii
CRXM,TAXUS CARDIUM PHARMS,Pink No Information,0.040100,0.25,"370,234 ",Common Stock,USA,California
IGNT,INGEN TECHS INC,Pink No Information,0.000800,-20,"7,242,306 ",Common Stock,USA,California
HIMR,HOLLUND INDL MARINE,Pink No Information,0.000600,20,"5,011,227 ",Common Stock,USA,Washington
CILZ,CAROLINA MILLS INC,Pink No Information,"6,500.000000",,0 ,Common Stock,USA,North Carolina
CTXV,CTX VIRTUAL TECHS INC,Pink No Information,0.260000,0,"1,000 ",Common Stock,USA,Florida
CLTY,CELERITY SOLUTIONS INC,Pink No Information,0.022500,-35.7143,"31,000 ",Common Stock,USA,Massachusetts
CTDN,CAPITAL DIRECTIONS INC,Pink No Information,0.000000,,0 ,Common Stock,USA,Michigan
CANY,CANYON SILVER MINES INC,Pink No Information,0.210000,,0 ,Common Stock,USA,Washington
CTHZ,CANCER TREATMNT HLDGS INC,Pink No Information,0.080000,,0 ,Common Stock,USA,Nevada
CBEX,CAMBEX CORP,Pink No Information,0.029000,,1 ,Common Stock,USA,Massachusetts
CCMN,CALLAHAN CONSOL MINES,Pink No Information,0.200000,53.8462,"16,000 ",Common Stock,USA,Idaho
CAEN,CALIF-ENGELS MINING CO,Pink No Information,2.000000,,0 ,Common Stock,USA,California
IMGI,IMAGINON INC,Pink No Information,0.002300,-71.25,"2,808 ",Common Stock,USA,California
CAOX,CALIF ORCHARD CO,Pink No Information,"1,500.000000",,0 ,Common Stock,USA,California
CBHR,CALIF BEACH RESTAURNT INC,Pink No Information,0.300000,,0 ,Common Stock,USA,California
CLCL,CALCOL INC,Pink No Information,0.003000,-23.0769,"5,000 ",Common Stock,USA,Ohio
CACH,CACHE INC,Pink No Information,0.011500,-17.2662,"127,840 ",Common Stock,USA,New York
KWIK,KWIKCLICK INC,Pink No Information,0.000000,,0 ,Common Stock,USA,Utah
GOOI,GOOI GLOBAL INC,Pink No Information,0.027050,,0 ,Common Stock,USA,Iowa
WNMLA,WINMILL&CO INC A,Pink No Information,0.956250,,0 ,Common Stock,USA,New York
BUHF,BUCK HILL FALLS CO,Pink No Information,14.000000,,0 ,Common Stock,USA,Pennsylvania
